Language,Emoji&hashtag,Train/test,Model,Model_Specification,TF-IDF,Balance,Average_accuracy_30IT,Std_deviation
English,All,80/20,SVM,"Linear kernel, small C",No,Yes,78.06173215554878,0.427408447796568
English,All,80/20,SVM,"Linear kernel, small C",No,No,86.47195350979767,0.20662677833330978
English,All,80/20,SVM,"Linear kernel, standard C",Yes,Yes,77.46979388770433,0.4122938322608994
English,All,80/20,SVM,"Linear kernel, standard C",Yes,No,86.43031784841075,0.26079384827368934
English,All,80/20,SVM,"Linear kernel, standard C",No,Yes,75.8620164483704,0.47746673912944093
English,All,80/20,SVM,"Linear kernel, standard C",No,No,85.49502143793629,0.28154593527876326
English,All,80/20,SVM,"Linear kernel, large C",Yes,Yes,73.04904051172709,0.6086025419279214
English,All,80/20,SVM,"Linear kernel, large C",Yes,No,84.21724956592608,0.1986923720375892
English,All,80/20,SVM,"Linear kernel, large C",No,Yes,72.26875824956848,0.4595537934139464
English,All,80/20,SVM,"Linear kernel, large C",No,No,82.76496226214522,0.22993049333625645
English,All,80/20,SVM,"RBF kernel, small C",Yes,Yes,68.15717331708802,0.9762138367872881
English,All,80/20,SVM,"RBF kernel, small C",Yes,No,83.66517841323837,0.22519614877144958
English,All,80/20,SVM,"RBF kernel, small C",No,Yes,71.94588283074424,0.45757235994681733
English,All,80/20,SVM,"RBF kernel, small C",No,No,83.83278409694908,0.16400437145655905
English,All,80/20,SVM,"RBF kernel, standard C",Yes,Yes,78.56279825362981,0.47772352843283733
English,All,80/20,SVM,"RBF kernel, standard C",Yes,No,86.43262109776408,0.19075886811554404
English,All,80/20,SVM,"RBF kernel, standard C",No,Yes,79.30652858158189,0.4808649990271924
English,All,80/20,SVM,"RBF kernel, standard C",No,No,86.03061549909641,0.22413690678557135
English,All,80/20,SVM,"RBF kernel, large C",Yes,Yes,77.55762006295055,0.45536807141585334
English,All,80/20,SVM,"RBF kernel, large C",Yes,No,86.73381524396726,0.17634212285720482
English,All,80/20,SVM,"RBF kernel, large C",No,Yes,77.94598436389481,0.3999573413672969
English,All,80/20,SVM,"RBF kernel, large C",No,No,86.3261401084299,0.2729410223824508
English,All,80/20,LR,"Liblinear solver, small C",Yes,Yes,75.67113412529191,0.48037823013323777
English,All,80/20,LR,"Liblinear solver, small C",Yes,No,84.19545728358315,0.17103841798469252
English,All,80/20,LR,"Liblinear solver, small C",No,Yes,77.70636612854096,0.5633940039829256
English,All,80/20,LR,"Liblinear solver, small C",No,No,86.07756635129869,0.21002360796302896
English,All,80/20,LR,"Liblinear solver, standard C",Yes,Yes,77.53680576708295,0.46114963449788954
English,All,80/20,LR,"Liblinear solver, standard C",Yes,No,86.15463661812126,0.20758001142992338
English,All,80/20,LR,"Liblinear solver, standard C",No,Yes,77.2941415372119,0.44331830367089087
English,All,80/20,LR,"Liblinear solver, standard C",No,No,86.33818787427802,0.21376071248095738
English,All,80/20,LR,"Liblinear solver, large C",Yes,Yes,75.75439130876231,0.5269974749753298
English,All,80/20,LR,"Liblinear solver, large C",Yes,No,86.02547748130824,0.20281515554598836
English,All,80/20,LR,"Liblinear solver, large C",No,Yes,74.86496090973704,0.5463570666816897
English,All,80/20,LR,"Liblinear solver, large C",No,No,85.032777010028,0.21370875244150522
English,All,80/20,LR,"Lbfgs solver, small C",Yes,Yes,75.7833282566758,0.5415406975923203
English,All,80/20,LR,"Lbfgs solver, small C",Yes,No,84.2245136600404,0.24270720197375345
English,All,80/20,LR,"Lbfgs solver, small C",No,Yes,77.74037973398315,0.4172181203735083
English,All,80/20,LR,"Lbfgs solver, small C",No,No,86.18333864852416,0.18299175760217268
English,All,80/20,LR,"Lbfgs solver, standard C",Yes,Yes,77.68555183267337,0.5985242697996
English,All,80/20,LR,"Lbfgs solver, standard C",Yes,No,86.1617235392084,0.15545101508016612
English,All,80/20,LR,"Lbfgs solver, standard C",No,Yes,77.51396080820388,0.6174367571088044
English,All,80/20,LR,"Lbfgs solver, standard C",No,No,86.38549307253464,0.2145356513934263
English,All,80/20,LR,"Lbfgs solver, large C",Yes,Yes,75.9356279825363,0.5465831988246823
English,All,80/20,LR,"Lbfgs solver, large C",Yes,No,86.06286099004288,0.2350846170659404
English,All,80/20,LR,"Lbfgs solver, large C",No,Yes,74.84922327139812,0.47343350066909917
English,All,80/20,LR,"Lbfgs solver, large C",No,No,85.12721023351405,0.2366884527848381
English,No,60/40,Naive Bayes,Multinomial,Yes,Yes,71.0285308153112,0.7959422150937171
English,No,60/40,Naive Bayes,Multinomial,Yes,No,82.91489474803318,0.17609263665951108
English,No,60/40,Naive Bayes,Multinomial,No,Yes,71.33211493552645,0.6602175802129878
English,No,60/40,Naive Bayes,Multinomial,No,No,84.60415337727692,0.18037916815119506
English,No,60/40,Naive Bayes,Bernoulli,Yes,Yes,73.80749314651234,0.38918260335886323
English,No,60/40,Naive Bayes,Bernoulli,Yes,No,83.51424622581331,0.17249833369133558
English,No,60/40,Naive Bayes,Bernoulli,No,Yes,73.62701797136765,0.3894935798118691
English,No,60/40,Naive Bayes,Bernoulli,No,No,83.56323977602949,0.1412863991103649
English,No,60/40,SVM,"Linear kernel, small C",Yes,Yes,71.93877551020408,0.47549266634145804
English,No,60/40,SVM,"Linear kernel, small C",Yes,No,84.1155468140903,0.14999458058388135
English,No,60/40,SVM,"Linear kernel, small C",No,Yes,75.35257386536705,0.3052823937148865
English,No,60/40,SVM,"Linear kernel, small C",No,No,85.58632787582394,0.19693793951813518
English,No,60/40,SVM,"Linear kernel, standard C",Yes,Yes,74.78830338105391,0.296451409305121
English,No,60/40,SVM,"Linear kernel, standard C",Yes,No,85.65879934793395,0.16424492348131206
English,No,60/40,SVM,"Linear kernel, standard C",No,Yes,73.20489389785766,0.33673773143408947
English,No,60/40,SVM,"Linear kernel, standard C",No,No,84.42208873768516,0.13804296551883063
English,No,60/40,SVM,"Linear kernel, large C",Yes,Yes,70.06295055335568,0.334756888882019
English,No,60/40,SVM,"Linear kernel, large C",Yes,No,82.88796158480403,0.16585623022487103
English,No,60/40,SVM,"Linear kernel, large C",No,Yes,69.37887095136563,0.4017996635866905
English,No,60/40,SVM,"Linear kernel, large C",No,No,81.34479764689206,0.18976050047209375
English,No,60/40,SVM,"RBF kernel, small C",Yes,Yes,66.34759874098893,2.231462679321333
English,No,60/40,SVM,"RBF kernel, small C",Yes,No,83.37036643277341,0.11034456831903981
English,No,60/40,SVM,"RBF kernel, small C",No,Yes,69.29256777337801,0.3789370991580329
English,No,60/40,SVM,"RBF kernel, small C",No,No,83.6184350414629,0.11930494313262795
English,No,60/40,SVM,"RBF kernel, standard C",Yes,Yes,75.94197380444714,0.34064148303597264
English,No,60/40,SVM,"RBF kernel, standard C",Yes,No,85.5646218725636,0.14219725550772222
English,No,60/40,SVM,"RBF kernel, standard C",No,Yes,76.87734795410702,0.2513043612884625
English,No,60/40,SVM,"RBF kernel, standard C",No,No,85.22990644269615,0.151271916181057
English,No,60/40,SVM,"RBF kernel, large C",Yes,Yes,74.89872068230277,0.2631544960488396
English,No,60/40,SVM,"RBF kernel, large C",Yes,No,85.79851513218513,0.12423310399598397
English,No,60/40,SVM,"RBF kernel, large C",No,Yes,75.19265915321353,0.3972505349619357
English,No,60/40,SVM,"RBF kernel, large C",No,No,85.42419732085902,0.12749601118695988
English,No,60/40,LR,"Liblinear solver, small C",Yes,Yes,73.98213016549903,0.41341747952918817
English,No,60/40,LR,"Liblinear solver, small C",Yes,No,83.58237649727124,0.17700897875981025
English,No,60/40,LR,"Liblinear solver, small C",No,Yes,75.27540867093106,0.3046590747294321
English,No,60/40,LR,"Liblinear solver, small C",No,No,85.25861152455879,0.1359978847512968
English,No,60/40,LR,"Liblinear solver, standard C",Yes,Yes,75.33252106812874,0.35952554964863803
English,No,60/40,LR,"Liblinear solver, standard C",Yes,No,85.36829328797222,0.16063012714502026
English,No,60/40,LR,"Liblinear solver, standard C",No,Yes,74.83170880292415,0.2973266397074705
English,No,60/40,LR,"Liblinear solver, standard C",No,No,85.40284570132539,0.16328632097752283
English,No,60/40,LR,"Liblinear solver, large C",Yes,Yes,73.08813077469794,0.3904974010665499
English,No,60/40,LR,"Liblinear solver, large C",Yes,No,85.06556098943936,0.1276276489849918
English,No,60/40,LR,"Liblinear solver, large C",No,Yes,71.94029850746269,0.3780953012345731
English,No,60/40,LR,"Liblinear solver, large C",No,No,83.83044510596073,0.15176730011107617
English,No,60/40,LR,"Lbfgs solver, small C",Yes,Yes,74.12478424205503,0.41462296860443254
English,No,60/40,LR,"Lbfgs solver, small C",Yes,No,83.64767169891559,0.17992059505876426
English,No,60/40,LR,"Lbfgs solver, small C",No,Yes,75.3010457914509,0.27817789530543524
English,No,60/40,LR,"Lbfgs solver, small C",No,No,85.24434757955915,0.14017556751008828
English,No,60/40,LR,"Lbfgs solver, standard C",Yes,Yes,75.26728601888517,0.345925816028508
English,No,60/40,LR,"Lbfgs solver, standard C",Yes,No,85.4010737826919,0.09608285517222834
English,No,60/40,LR,"Lbfgs solver, standard C",No,Yes,74.86089958371409,0.33951128428790234
English,No,60/40,LR,"Lbfgs solver, standard C",No,No,85.40630094266072,0.1391142724702751
English,No,60/40,LR,"Lbfgs solver, large C",Yes,Yes,73.06655498020103,0.39062240940177934
English,No,60/40,LR,"Lbfgs solver, large C",Yes,No,85.0383620384152,0.14680781817938363
English,No,60/40,LR,"Lbfgs solver, large C",No,Yes,71.95705147730735,0.4190776840271864
English,No,60/40,LR,"Lbfgs solver, large C",No,No,83.94739173577149,0.14196133825329482
English,No,70/30,Naive Bayes,Multinomial,Yes,Yes,71.07591295224557,0.8423683513338559
English,No,70/30,Naive Bayes,Multinomial,Yes,No,82.98202093226546,0.19026361521682036
English,No,70/30,Naive Bayes,Multinomial,No,Yes,71.66243611872609,0.7965750816752154
English,No,70/30,Naive Bayes,Multinomial,No,No,84.70432584402391,0.17138940578451364
English,No,70/30,Naive Bayes,Bernoulli,Yes,Yes,73.83592242867296,0.39560969927354467
English,No,70/30,Naive Bayes,Bernoulli,Yes,No,83.57230609303754,0.17717398032583398
English,No,70/30,Naive Bayes,Bernoulli,No,Yes,73.83524554100246,0.4764825591211674
English,No,70/30,Naive Bayes,Bernoulli,No,No,83.62050227986865,0.22316276870202528
English,No,70/30,SVM,"Linear kernel, small C",Yes,Yes,72.40768944393677,0.5028794177521879
English,No,70/30,SVM,"Linear kernel, small C",Yes,No,84.28154605807168,0.16414610610684358
English,No,70/30,SVM,"Linear kernel, small C",No,Yes,75.70650150607507,0.5373776069240832
English,No,70/30,SVM,"Linear kernel, small C",No,No,85.65076665012876,0.14675179408487296
English,No,70/30,SVM,"Linear kernel, standard C",Yes,Yes,75.20560462991166,0.3545197433373669
English,No,70/30,SVM,"Linear kernel, standard C",Yes,No,85.74018947716587,0.16780522922652988
English,No,70/30,SVM,"Linear kernel, standard C",No,Yes,73.40271431955867,0.43796790454153306
English,No,70/30,SVM,"Linear kernel, standard C",No,No,84.6085241099062,0.19441179199546044
English,No,70/30,SVM,"Linear kernel, large C",Yes,Yes,70.50698886519783,0.46882772495205616
English,No,70/30,SVM,"Linear kernel, large C",Yes,No,83.14456493491153,0.19009784198043775
English,No,70/30,SVM,"Linear kernel, large C",No,Yes,69.74515179206011,0.530393393728925
English,No,70/30,SVM,"Linear kernel, large C",No,No,81.70340444633449,0.24627261493313293
English,No,70/30,SVM,"RBF kernel, small C",Yes,Yes,66.37458963684976,1.482222561307816
English,No,70/30,SVM,"RBF kernel, small C",Yes,No,83.50757199896047,0.1725712699590361
English,No,70/30,SVM,"RBF kernel, small C",No,Yes,69.8937286357329,0.3744840153183776
English,No,70/30,SVM,"RBF kernel, small C",No,No,83.69385971129539,0.19788656460211623
English,No,70/30,SVM,"RBF kernel, standard C",Yes,Yes,76.15087826175247,0.30814242668614333
English,No,70/30,SVM,"RBF kernel, standard C",Yes,No,85.67439223190871,0.18505248499377996
English,No,70/30,SVM,"RBF kernel, standard C",No,Yes,77.28703421667174,0.3704940687385526
English,No,70/30,SVM,"RBF kernel, standard C",No,No,85.37210291303424,0.2086627180914352
English,No,70/30,SVM,"RBF kernel, large C",Yes,Yes,75.25738653670423,0.3395159959378187
English,No,70/30,SVM,"RBF kernel, large C",Yes,No,85.88028917712099,0.18200513107166655
English,No,70/30,SVM,"RBF kernel, large C",No,Yes,75.41645513926964,0.40894725035606494
English,No,70/30,SVM,"RBF kernel, large C",No,No,85.56323386963403,0.19428165967844693
English,No,70/30,LR,"Liblinear solver, small C",Yes,Yes,74.20888753511355,0.4578829770119445
English,No,70/30,LR,"Liblinear solver, small C",Yes,No,83.71346894417275,0.16616580677638956
English,No,70/30,LR,"Liblinear solver, small C",No,Yes,75.46992926523843,0.46724641063683237
English,No,70/30,LR,"Liblinear solver, small C",No,No,85.3436340869894,0.1431486807695745
English,No,70/30,LR,"Liblinear solver, standard C",Yes,Yes,75.49260500219988,0.36499314348132433
English,No,70/30,LR,"Liblinear solver, standard C",Yes,No,85.4317575070286,0.1671216184626725
English,No,70/30,LR,"Liblinear solver, standard C",No,Yes,75.10136392865604,0.4293298269646295
English,No,70/30,LR,"Liblinear solver, standard C",No,No,85.49153022893188,0.1718770523018449
English,No,70/30,LR,"Liblinear solver, large C",Yes,Yes,73.14685078011304,0.44235327615679615
English,No,70/30,LR,"Liblinear solver, large C",Yes,No,85.11139461809248,0.1602810490019101
English,No,70/30,LR,"Liblinear solver, large C",No,Yes,72.2242528852337,0.4288953247670858
English,No,70/30,LR,"Liblinear solver, large C",No,No,83.86254636520424,0.19036510278496316
English,No,70/30,LR,"Lbfgs solver, small C",Yes,Yes,74.09178596811859,0.4823674065332234
English,No,70/30,LR,"Lbfgs solver, small C",Yes,No,83.72965246769202,0.14202538237271276
English,No,70/30,LR,"Lbfgs solver, small C",No,Yes,75.69059464581852,0.47250590605719545
English,No,70/30,LR,"Lbfgs solver, small C",No,No,85.26153519030406,0.14631563059744426
English,No,70/30,LR,"Lbfgs solver, standard C",Yes,Yes,75.44285375841879,0.35739075526718467
English,No,70/30,LR,"Lbfgs solver, standard C",Yes,No,85.47829990313511,0.1618004144868216
English,No,70/30,LR,"Lbfgs solver, standard C",No,Yes,75.09865637797408,0.425126227448759
English,No,70/30,LR,"Lbfgs solver, standard C",No,No,85.47889054267961,0.1776670372849493
English,No,70/30,LR,"Lbfgs solver, large C",Yes,Yes,73.2646292347785,0.4972950574565128
English,No,70/30,LR,"Lbfgs solver, large C",Yes,No,85.10607886219198,0.20376226569324188
English,No,70/30,LR,"Lbfgs solver, large C",No,Yes,72.3224015974549,0.43744650690397024
English,No,70/30,LR,"Lbfgs solver, large C",No,No,84.07033335695891,0.189503582570054
English,No,80/20,Naive Bayes,Multinomial,Yes,Yes,71.43618641486445,0.7528976386131845
English,No,80/20,Naive Bayes,Multinomial,Yes,No,83.04823162520377,0.21322734378420302
English,No,80/20,Naive Bayes,Multinomial,No,Yes,71.95705147730735,0.6546280155272017
English,No,80/20,Naive Bayes,Multinomial,No,No,84.76646112410518,0.17643037951682342
English,No,80/20,Naive Bayes,Bernoulli,Yes,Yes,74.12478424205503,0.5975131391546651
English,No,80/20,Naive Bayes,Bernoulli,Yes,No,83.66911191438089,0.21603567609545324
English,No,80/20,Naive Bayes,Bernoulli,No,Yes,74.10396994618743,0.5191354720497865
English,No,80/20,Naive Bayes,Bernoulli,No,No,83.6655680771139,0.2684981478532143
English,No,80/20,SVM,"Linear kernel, small C",Yes,Yes,73.0231495583308,0.591994910987696
English,No,80/20,SVM,"Linear kernel, small C",Yes,No,84.41987383939329,0.22156162302650215
English,No,80/20,SVM,"Linear kernel, small C",No,Yes,75.91836734693878,0.4964710081414075
English,No,80/20,SVM,"Linear kernel, small C",No,No,85.67456942377206,0.24288690269833427
English,No,80/20,SVM,"Linear kernel, standard C",Yes,Yes,75.50817341862118,0.517953947344298
English,No,80/20,SVM,"Linear kernel, standard C",Yes,No,85.75093911687576,0.2051041709223942
English,No,80/20,SVM,"Linear kernel, standard C",No,Yes,73.84150675195451,0.602249098977794
English,No,80/20,SVM,"Linear kernel, standard C",No,No,84.71100007087675,0.19688886879058254
English,No,80/20,SVM,"Linear kernel, large C",Yes,Yes,70.81429586760078,0.6311917297368052
English,No,80/20,SVM,"Linear kernel, large C",Yes,No,83.39552767736906,0.2540329318313144
English,No,80/20,SVM,"Linear kernel, large C",No,Yes,70.06295055335568,0.6793216945353222
English,No,80/20,SVM,"Linear kernel, large C",No,No,81.98047345665887,0.23493278495357714
English,No,80/20,SVM,"RBF kernel, small C",Yes,Yes,67.7444410600061,1.0428522664682864
English,No,80/20,SVM,"RBF kernel, small C",Yes,No,83.61117017506557,0.2162018172078273
English,No,80/20,SVM,"RBF kernel, small C",No,Yes,70.48279013097776,0.5304144215729375
English,No,80/20,SVM,"RBF kernel, small C",No,No,83.67814869941172,0.20659050506784965
English,No,80/20,SVM,"RBF kernel, standard C",Yes,Yes,76.63113006396588,0.5175193245098961
English,No,80/20,SVM,"RBF kernel, standard C",Yes,No,85.82234743780566,0.26283619232138145
English,No,80/20,SVM,"RBF kernel, standard C",No,Yes,77.53579043557721,0.5317645740756396
English,No,80/20,SVM,"RBF kernel, standard C",No,No,85.41710964632504,0.2461781966375404
English,No,80/20,SVM,"RBF kernel, large C",Yes,Yes,75.52797238298305,0.4834222147258903
English,No,80/20,SVM,"RBF kernel, large C",Yes,No,85.99688142320504,0.21913836546301366
English,No,80/20,SVM,"RBF kernel, large C",No,Yes,75.6569194842116,0.4005079073339786
English,No,80/20,SVM,"RBF kernel, large C",No,No,85.61272946346304,0.27948227898407224
English,No,80/20,LR,"Liblinear solver, small C",Yes,Yes,74.27505330490405,0.5449038802403651
English,No,80/20,LR,"Liblinear solver, small C",Yes,No,83.83602664965625,0.2609809840957464
English,No,80/20,LR,"Liblinear solver, small C",No,Yes,75.65996547872881,0.4668921546234657
English,No,80/20,LR,"Liblinear solver, small C",No,No,85.45467432135516,0.26201406903776014
English,No,80/20,LR,"Liblinear solver, standard C",Yes,Yes,75.63762818560261,0.4818212915977728
English,No,80/20,LR,"Liblinear solver, standard C",Yes,No,85.54911758452052,0.23302408495279028
English,No,80/20,LR,"Liblinear solver, standard C",No,Yes,75.19240532033709,0.5145143588582825
English,No,80/20,LR,"Liblinear solver, standard C",No,No,85.52803175278191,0.19748998791789468
English,No,80/20,LR,"Liblinear solver, large C",Yes,Yes,73.4170981825566,0.6216711869675483
English,No,80/20,LR,"Liblinear solver, large C",Yes,No,85.32036288893615,0.23857775975046164
English,No,80/20,LR,"Liblinear solver, large C",No,Yes,72.34541577825159,0.44796085757516635
English,No,80/20,LR,"Liblinear solver, large C",No,No,84.02190091431001,0.21359678987367492
English,No,80/20,LR,"Lbfgs solver, small C",Yes,Yes,74.14712153518124,0.6591890474942841
English,No,80/20,LR,"Lbfgs solver, small C",Yes,No,83.86987029555603,0.22644078819500998
English,No,80/20,LR,"Lbfgs solver, small C",No,Yes,75.39344095847294,0.5351132191093312
English,No,80/20,LR,"Lbfgs solver, small C",No,No,85.40700971011411,0.2522708475515531
English,No,80/20,LR,"Lbfgs solver, standard C",Yes,Yes,75.64422784038989,0.39633059230762524
English,No,80/20,LR,"Lbfgs solver, standard C",Yes,No,85.49985824650932,0.2615068862594136
English,No,80/20,LR,"Lbfgs solver, standard C",No,Yes,75.17819067925677,0.5067714734836525
English,No,80/20,LR,"Lbfgs solver, standard C",No,No,85.61131192855623,0.17452280393379432
English,No,80/20,LR,"Lbfgs solver, large C",Yes,Yes,73.50035536602701,0.5449498707917697
English,No,80/20,LR,"Lbfgs solver, large C",Yes,No,85.25391594018002,0.23869515029632338
English,No,80/20,LR,"Lbfgs solver, large C",No,Yes,72.49822316986496,0.4872882741609785
English,No,80/20,LR,"Lbfgs solver, large C",No,No,84.20830675455383,0.24646933776424818
